id,name,smiles,note
1,CHEMBL1222313,O=C(O)c1ccc(NS(=O)(=O)c2ccsc2C(=O)O)c(O)c1
2,CHEMBL1213612,CC(=O)Nc1sccc1C(=O)O
3,CHEMBL339996,CS(=O)(=O)Nc1ccc(C(=O)O)cc1
4,CHEMBL1462,Nc1ccc(C(=O)O)cc1O
5,CHEMBL1222314,O=C(O)c1cccs1
6,CHEMBL405886,O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1cccc3ccccc13)C(=O)O)C2=O
7,CHEMBL1573229,CC(C)(C)c1ccc(C[C@H](C(=O)O)N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1
8,CHEMBL1396011,O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1c3ccccc3cc3ccccc13)C(=O)O)C2=O
9,CHEMBL428611,O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1ccc3ccccc3c1)C(=O)O)C2=O
10,CHEMBL1591906,O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1ccc(-c3ccccc3)cc1)C(=O)O)C2=O
11,CHEMBL1394467,Cn1cc(C[C@H](C(=O)O)N2C(=O)c3ccc(C(=O)O)cc3C2=O)c2ccccc21
12,CHEMBL1436305,Cc1ccc(C[C@H](C(=O)O)N2C(=O)c3ccc(C(=O)O)cc3C2=O)c(C)c1
13,CHEMBL261377,O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1c[nH]c3ccccc13)C(=O)O)C2=O
14,CHEMBL3895524,NC(=O)[C@H]1CC[C@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]
15,CHEMBL1439,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
16,CHEMBL4114697,COC(=O)C1/C(=C(/C/C=C/c2ccccc2)C(=O)O)O[C@@H]2CC(=O)N12
17,CHEMBL4109897,COC(=O)C1/C(=C2/CC(CI)OC2=O)O[C@@H]2CC(=O)N12
18,CHEMBL4114803,O=C1OC(CI)C/C1=C1/O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
19,CHEMBL4111477,CC1C/C(=C2\O[C@@H]3CC(=O)N3C2C(=O)OCc2ccccc2)C(=O)O1
20,CHEMBL4106976,[N-]=[N+]=NCC1C/C(=C2\O[C@@H]3CC(=O)N3C2C(=O)OCc2ccccc2)C(=O)O1
21,CHEMBL4114696,COC(=O)C1/C(=C(/CCCc2ccccc2)C(=O)O)O[C@@H]2CC(=O)N12
22,CHEMBL4114788,C=CC/C(C=O)=C1\O[C@@H]2CC(=O)N2C1C(=O)OC
23,CHEMBL3949733,COC(=O)C1/C(=C(\C=O)C/C=C/c2ccccc2)O[C@@H]2CC(=O)N12
24,CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
25,CHEMBL4114818,O=C(O)/C(C/C=C/c1ccccc1)=C1/O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
26,CHEMBL4114713,O=C/C(C/C=C/c1ccccc1)=C1/O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
27,CHEMBL4115678,C=CC/C(CO)=C1\O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
28,CHEMBL4114759,C=CC/C(C(=O)O)=C1\O[C@@H]2CC(=O)N2C1C(=O)OC
29,CHEMBL4114769,CCC/C(C(=O)O)=C1\O[C@@H]2CC(=O)N2C1C(=O)OC
30,CHEMBL4115684,O=C(OCc1ccccc1)C1/C(=C(\CO)C/C=C/c2ccccc2)O[C@@H]2CC(=O)N12
31,CHEMBL4114792,COC(=O)C1(C/C=C/c2ccccc2)/C(=C/C(=O)O)O[C@@H]2CC(=O)N21
32,CHEMBL4114749,O=C(O)/C(C/C=C/CN(Cc1ccccc1)C(=O)OCc1ccccc1)=C1/O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
33,CHEMBL4114754,C=CC/C(C(=O)O)=C1\O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
34,CHEMBL4114672,COC(=O)/C(CCCc1ccccc1)=C1/O[C@@H]2CC(=O)N2C1C(=O)OC
35,CHEMBL4114757,O=C/C(C/C=C/CO)=C1/O[C@@H]2CC(=O)N2C1C(=O)OCc1ccccc1
36,CHEMBL3917939,O=C/C=C1\O[C@@H]2CC(=O)N2C1(C/C=C/c1ccccc1)C(=O)OCc1ccccc1
