id,name,smiles,note
2434,DB02724,O1N2C(=[O+][Fe-3]1134ON(C(=[O+]1)C)CCC[C@](C(=O)N[C@@](C(=O)N[C@@](C(O)=O)([C@@]([C@]1(S[C@@](N5C=C\C(=N\C(N)=O)N(C5=O)C)([C@@]([C@]1([H])O)([H])O)[H])[H])([H])O)[H])([H])CO)([H])NC([C@@]([H])(CCCN(O3)C(=[O+]4)C)NC([C@]([H])(N)CCC2)=O)=O)C,
2435,DB02725,[H][C@](N)(CC[C@@]1([H])C=CC([H])(N)C=C1)C(O)=O,
2436,DB02726,OC(=O)COP(O)(O)=O,
2437,DB02727,CCCC\N=C(/N)NO,
2438,DB02728,CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O,
2439,DB02729,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)[C@@H]1CC1=CC=CC=C1,
2440,DB02730,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(SC)[C@]([H])(O)[C@@]1([H])O,
2441,DB02731,CC[Hg]SC1=CC=CC=C1C(O)=O,
2442,DB02732,[H]N([H])C(=O)C1=C(CC(C)=O)C=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,
2443,DB02733,[H][C@@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC=C(C(O)=O)C(Cl)=C2)=N1)C(C)C,
2444,DB02734,[H][C@@]1(O)OC(=C[C@]([H])(O)[C@]1([H])O)C(O)=O,
2445,DB02735,[H][C@@](N)(C(O)=O)[C@@]([H])(O)OS(O)(=O)=O,
2446,DB02736,CC(N)=O,
2447,DB02738,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,
2448,DB02740,OC(=O)CCCC1=CNC2=C1C=CC=C2,
2449,DB02741,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,
2450,DB02742,[H][C@]12NC(=O)C(=O)N1[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O,
2451,DB02743,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,
2452,DB02744,NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1,
2453,DB02745,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,
2454,DB02746,OC(=O)C1=CC=CC=C1C(O)=O,
2455,DB02747,[H]N([H])C(N([H])[H])=[N+]([H])CCC[C@H](N([H])C(=O)[C@H](CCC1=CC=CC=C1)N([H])[C@H](C)C(O)=O)C(=O)N([H])C1=CC=CC=C1,
2456,DB02749,OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O,
2457,DB02750,C[Hg]SC[C@@H](N)C(O)=O,
2458,DB02751,NC(N)=NCC(O)=O,
2459,DB02752,[H][C@@]1(CCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,
2460,DB02753,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2N=CN=C3[SeH])[C@]([H])(O)[C@]1([H])O,
2461,DB02754,CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C(N)N=CN=C12,
2462,DB02755,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O[C@@]3([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]1([H])O,
2463,DB02756,O=C1CCC2=CC=CC3=C2N1CC3,
2464,DB02757,N1C=CC=N1,
2465,DB02758,OC(=O)CCC1=CNC2=CC=CC=C12,
2466,DB02759,[H]N([C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](OC3=CC4=C(C=C3)C(C)=CC(=O)O4)[C@H](N([H])C(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(C)=O,
2467,DB02760,[H][C@](O)(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,
2468,DB02761,N[C@@H](CSS)C(O)=O,
2469,DB02762,OP(O)(=O)OC1=CC=CC2=CC=C(N=C12)C#N,
2470,DB02763,OC(=O)C1=CC(S)=CC=C1[N+]([O-])=O,
2471,DB02765,C[C@@H](O)CN1C=NC2=C1N=CN=C2N,
2472,DB02766,[O-]\C(OCC1=CC=CC=C1)=N/[C@H](CC1=CC=CC=C1)C(=[OH+])C[N+]#N,
2473,DB02767,CCCCCCCCCCC[C@@H](O)CC(O)=O,
2474,DB02768,CC(C)(C)OC=O,
2475,DB02770,[H]N([H])C1=NC=C2N(C=NC2=N1)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,
2476,DB02772,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,
2477,DB02773,CCCOC1=CC=C(CC(O)=O)C=C1Cl,
2478,DB02774,OCCCO,
2479,DB02776,CCCCCCCCCCCCCCCCS(O)(=O)=O,
2480,DB02777,[H][C@@](COC(=O)CCCCCCCCCCC)(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,
2481,DB02778,[H][C@]1(O)[C@]([H])(O)[C@]([H])(COP(O)(O)=O)O[C@]1([H])COP(O)(O)=O,
2482,DB02779,CCCCCCCCCCCC[N+](C)(C)C,
2483,DB02780,[H][C@](N)(CS)CC(O)=O,
2484,DB02781,[H]\C(=C1/N=C(N(CC=O)C1=O)C(=O)CCSC)C1=CC=C([O-])C=C1,
2485,DB02783,CC1=NC=C(COP(O)(O)=O)C(CNOCC(O)=O)=C1O,
2486,DB02784,[H]N(CCC(=O)N([H])[C@@]([H])(CO)C(=O)N([H])CCC1=CC=C(C=C1)N([H])C(=O)C(O)=O)C(=O)CBr,
2487,DB02785,[H]N([C@H]1[C@@H](C)CC[C@H]1O)C(=O)[C@@H](C[C@H](O)CN1CCN(C[C@H]1C(=O)N([H])C(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1,
2488,DB02786,[H][C@@]1(O)C[C@@](O)(C=C(F)[C@@]1([H])O)C(O)=O,
2489,DB02787,[H][C@@](C)(O)N[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,
2490,DB02788,C[C@H](O)C(C)=O,
2491,DB02789,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,
2492,DB02790,[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OC3=CC=CC=C3)[C@@H](O)[C@H]2O)C1=O,
2493,DB02792,[H]N([H])C(=O)C[C@@H]1N([H])C(=O)[C@H](N([H])C(=O)[C@@H](CC(C)C)N([H])C)[C@H](O)C2=CC(Cl)=C(OC3=C(O)C4=CC(=C3)[C@@]([H])(N([H])C1=O)C(=O)N([H])[C@]1([H])C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](N([H])C(=O)[C@@]([H])(N([H])C1=O)[C@H](O[C@H]1C[C@](C)(N([H])[H])C(O)(O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2,
2494,DB02793,[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O,
2495,DB02794,[H]N([H])C1=NC(=O)C2=C(C=CC(CC(O)(CN([H])CC(=O)N([H])[C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)=C2)N1[H],
2496,DB02795,COC1=CC=C(C=C1)C(O)=O,
2497,DB02796,[H]N1C=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=CN2[H],
2498,DB02797,OB(O)C1=CC=CC(=C1)[N+]([O-])=O,
2499,DB02798,[H][C@]1(COP(C)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2500,DB02799,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)N\C=C/N1C(=O)CCC1=O)C(=O)O2,
2501,DB02800,NC1=NC2=C(N(CO)[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(=O)N1,
2502,DB02801,[H][C@@]1(O)C[C@@](O)(C=C[C@@]1([H])O)C(O)=O,
2503,DB02802,[H]N([H])C(=O)C1=CC(=CC(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1)[N+]([O-])=O,
2504,DB02803,OC[C@@H](O)CC1=CC=CC=C1,
2505,DB02804,[H][C@@]1(O)CN(CC2=CC=CC=C2)N(CC2=CC(OC)=C(O)C=C2)C(=O)N(CC2=CC(OC)=C(O)C=C2)[C@]1([H])CC1=CC=CC=C1,
2506,DB02805,[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]2O)C1=O,
2507,DB02806,COCCO,
2508,DB02807,[H][C@](O)(C[C@@]([H])(O)[C@]([H])(O)CO)C(O)=O,
2509,DB02808,CC(C)=CCC\C(C)=C\CC\C(=C\CO[P@@](=O)(O)OP(O)(O)=O)C(F)(F)F,
2510,DB02809,COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,
2511,DB02810,NC(=O)CN(CC(O)=O)CC(O)=O,
2512,DB02811,[H]P(=O)(OCC)OCC,
2513,DB02812,[H]N([H])C(=NCCC[C@H](N([H])C(=O)[C@@H]1C[C@@H](O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H],
2514,DB02813,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O,
2515,DB02814,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,
2516,DB02816,[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,
2517,DB02817,[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C,
2518,DB02818,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,
2519,DB02819,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(C)=C3)[C@]([H])(O)[C@]1([H])O,
2520,DB02821,NOCC[C@H](N)C(O)=O,
2521,DB02822,OCC1=CC=C(Br)C=C1,
2522,DB02823,OC(=O)CP(O)(O)=O,
2523,DB02824,CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O,
2524,DB02825,CP([O-])=O,
2525,DB02827,[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,
2526,DB02828,OC(=O)CCC(=O)CF,
2527,DB02829,CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O,
2528,DB02830,[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O,
2529,DB02831,[H]OP([O-])(=O)O[H],
2530,DB02832,C[C@@]1(CC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(CCC(O)=O)[C@](C)(CC(O)=O)C8=CC(N2[Fe@]6(N34)N78)=C1CCC(O)=O)C(CC(O)=O)=C5CCC(O)=O,
2531,DB02833,CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,
2532,DB02834,OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F,
2533,DB02835,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,
2534,DB02836,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@]2([H])O[P@](O)(=O)O[C@@]12[H],
2535,DB02837,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OS(O)(=O)=O,
2536,DB02838,[O-]C(=O)C1=[NH+]CCC1,
2537,DB02839,OC(=O)C1=CC=C(O)C=C1O,
2538,DB02840,CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,
2539,DB02841,CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,
2540,DB02842,CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,
2541,DB02843,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,
2542,DB02844,[H][C@]1(CSC(CCCCCN)=CCN)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2543,DB02845,CP(O)=O,
2544,DB02846,[H][C@]1(CSCN1)C(O)=O,
2545,DB02847,[H][C@](C)(O)[C@@](C)(O)CN,
2546,DB02848,CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,
2547,DB02849,CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,
2548,DB02850,COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(=O)=O)C(=O)C1=C(O)N(N=C1)C(C)(C)C,
2549,DB02851,[H][C@@]12CC[C@@](C)(C(=S)C1)C2(C)C,
2550,DB02852,[H]\C(\C(\[H])=C(\C)[C@@]1([H])CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)=C(\[H])[C@@]([H])(C)C(O)=O,
2551,DB02853,OC(=O)[C@H]1CCCN1,
2552,DB02854,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,
2553,DB02855,[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,
2554,DB02856,CCOC(=O)NC,
2555,DB02857,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,
2556,DB02858,OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,
2557,DB02859,[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC,
2558,DB02860,[H][C@@]1(O[C@]2(C[C@@H](O)[C@H](C)[C@H](C\C=C\C3=COC(=N3)[C@@H](C)CCNC(=O)[C@@H](O)[C@@H](O)[C@H](COC)N(C)C)O2)C(C)(C)[C@H]1OP(O)(O)=O)[C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C(\C)=C\C=C\C(\C)=C/C#N)OC,
2559,DB02861,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,
2560,DB02862,[H][C@]1(CO)N2C=C(N=C2[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)C1=CC=CC=C1,
2561,DB02864,[H]\C(=C1\N\C(=C(\[H])C2=NC(=O)C(CCC(O)=O)=C2C)C(C=C)=C1C)C1=C(C=C)C(C)=C(N1)C(\[H])=C1/N=C(O)C(CCC(O)=O)=C1C,
2562,DB02865,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,
2563,DB02866,CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O,
2564,DB02867,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,
2565,DB02868,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)(C[C@@]22OC(=O)N(CCCl)C2=O)[C@@]13[H])[C@]1(C[C@H]2CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,
2566,DB02869,[H][C@](N)(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1,
2567,DB02870,C=CCNC1=CC=CC=C1,
2568,DB02871,[H][C@]1(CCCC)CC[S@](=O)C1,
2569,DB02872,[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1,
2570,DB02873,FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl,
2571,DB02875,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-],
2572,DB02876,[H]C(=C([H])C(\CS(=O)=O)=C(\NC1=C(C=O)C=C2C=CC=CN12)C(O)=O)C(O)=N,
2573,DB02877,C\C(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C,
2574,DB02878,[H][C@](CN)(CCC(O)=O)[C@]([H])(CCN)CC(O)=O,
2575,DB02879,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])OS(O)(=O)=O,
2576,DB02880,[H]N([C@H](C)C1=CC=C(Br)C=C1)C(=O)C1=C(O)C=CC(F)=C1,
2577,DB02881,CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O,
2578,DB02882,NCC1=C(N=CC=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2N=N1,
2579,DB02883,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1,
2580,DB02884,N[C@@H](CC1CCCCC1)C(O)=O,
2581,DB02885,FC(F)(F)C1=NC(=N)C(=C)C=N1,
2582,DB02887,CC1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,
2583,DB02888,COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1,
2584,DB02889,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,
2585,DB02890,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1O,
2586,DB02891,CC1=C2N3C=NN=C3SC2=CC=C1,
2587,DB02892,N[C@@H](CCCC(=C)C(O)=O)C(O)=O,
2588,DB02893,CSCC[C@@H](N)C(O)=O,
2589,DB02894,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OS(=O)(=O)O2,
2590,DB02895,S\C=C\C[S@](=O)CC=C,
2591,DB02896,CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,
2592,DB02897,CC(=O)OP(O)(O)=O,
2593,DB02898,NC1=NC2=C(N=CN2)C(OC[C@H]2CCC(=O)N2)=N1,
2594,DB02899,[H][C@@](CCSC)(NC(O)=O)C(O)=O,
2595,DB02900,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,
2596,DB02901,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,
2597,DB02902,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,
2598,DB02903,NC(CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O,
2599,DB02904,[H][C@](CN)(CO)C(O)=O,
2600,DB02905,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@@H]1O)N1C=NC2=C1C=NC(=O)N2,
2601,DB02906,[H][C@@]1(C)C(=O)C[C@@]([H])(CC(O)O)C1(C)C,
2602,DB02907,N\C=C\OP(O)(O)=O,
2603,DB02908,OP(O)(=O)C(C1=CC=CC=C1)P(O)(O)=O,
2604,DB02909,OC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,
2605,DB02910,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,
2606,DB02911,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,
2607,DB02912,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,
2608,DB02914,C\C(C=C)=C/C=C/C(/C)=C/C=C1/C(C)=CCCC1(C)C,
2609,DB02915,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1,
2610,DB02916,[H][C@]1(COS(N)(=O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2611,DB02917,CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C1=CC=C(S1)C1=NC=CC=C1,
2612,DB02918,COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1,
2613,DB02919,COC1=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=CC(OC)=C1OC,
2614,DB02920,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4N3[Zn]35N2C1=CC1=C(C=C)C(C)=C(C=C2N3C(C(C)=C2C=C)=C4O)N51,
2615,DB02921,CC1=CN(C(=O)NC1=O)[C@]12C[C@H]1[C@H](CO)[C@@H](O)C2,
2616,DB02922,OC(O)(C(F)(F)F)C(F)(F)F,
2617,DB02923,OC1=C(O)C(=CC=C1)C1=CC=CC=C1,
2618,DB02924,CC(=C)[C@@H]1CC[C@@]2(C)O[C@H]2C1,
2619,DB02925,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,
2620,DB02927,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(=O)OP(O)(O)=O,
2621,DB02928,N[C@@H](CC1=CC(N)=C(O)C=C1O)C(O)=O,
2622,DB02929,COC1=CC=C2SCCN(CC2=C1)C(=O)CCN1CCC(CC2=CC=CC=C2)CC1,
2623,DB02930,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]1O,
2624,DB02931,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=CC=CC=C45)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,
2625,DB02932,C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,
2626,DB02933,[H][C@]1(CSC)O[C@@]([H])(N2C=CC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2627,DB02934,[H][C@@](C)(O)[C@@]1([H])O[C@@]([H])(N2C=NC3=C(C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2628,DB02935,COCCOCCOC,
2629,DB02936,CC1=C(CC(N)=O)C2=C(C=CC(OCCCC(O)=O)=C2)N1CC1=CC=CC=C1,
2630,DB02937,[H][C@]1(COP(O)(=O)OP(O)(=O)C[As](O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
2631,DB02938,CCCCCCC(O)=O,
2632,DB02940,[H][C@@]1(CSC(=N1)C(\N)=C\C)C(O)=O,
2633,DB02941,[H][C@@](C)(N)[C@@]([H])(CCCCCC(O)=O)CC(O)=O,
2634,DB02942,O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,
2635,DB02943,[H]N([H])CCCC(=O)N([H])[C@@H](CSCC1=CC=C(OC)C=C1)C(=O)N([H])CC(O)=O,
2636,DB02945,[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,
2637,DB02946,CC[C@]1([C@@H](C)C1(Cl)Cl)C(=O)N[C@H](C)C1=CC=C(Cl)C=C1,
2638,DB02947,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(N)N=C(F)N=C12,
2639,DB02948,ON(CCCP(O)(O)=O)C=O,
2640,DB02949,CC1=C2C=C3[C@@H](C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C([C@@H]1C=C)N2[Fe@@]6(N34)N78)C(CCC(O)=O)=C5C,
2641,DB02950,[H][C@@]12C=C(Br)N=C1C(=O)NCC[C@]2([H])C1=NC(N)=NC1=O,
2642,DB02951,OCC(=O)C(O)=O,
2643,DB02952,CC(C)(N)C(O)=O,
2644,DB02953,[H][C@](CS)(CC1=CC=CC=C1)C(O)=O,
2645,DB02954,ON(CC(O)=O)C(O)=O,
2646,DB02955,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,
2647,DB02956,[S-]SSS[S-],
2648,DB02957,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,
2649,DB02958,[H][C@](N)(CC[Se](C)=O)C(O)=O,
2650,DB02959,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,
2651,DB02960,[NH3+]CC1=CC=C(CNCCC(O)=O)C=C1,
2652,DB02961,[H][C@@](C)(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)C=O,
2653,DB02962,N1C=NC2=CC=CC=C12,
